name,average_revenue_per_movie
Nadav Schirman,222171
Dan Bush,74018
Sebastian Godwin,221717
Ernesto Contreras,73895
David Siegel,110751
Slobodan Maksimovic,110623
Cho-hee Kim,221227
Leonardo Domingues,221209
GÃ¶khan Ari,44226
David Clark,221034
Ray Argall,220961
Anand Shankar,73593
SÃ´shi Masumoto,110299
Tomohito Naka,220527
Rich Ragsdale,110201
Igor Voloshin,110139
Sudhir Mishra,220260
Juzo Itami,220116
Lucy Walker,44008
Zhang Yi,220000
Yan Cui,220000
Guo Tingbo,220000
Mark Brownlow,219774
Charles Aznavour,219742
Marc di Domenico,219742
Lori Evans Taylor,219494
Ludovic Boukherma,73142
Jan Stoltz,219297
Matt Hullum,219122
Joe Sill,109552
Antonio Cuadri,218757
Mandeep Benipal,43740
Steven Wouterlood,218275
Maurizio Casagrande,218067
Amar Hundal,108999
Taggart Siegel,108860
Jon Betz,217720
Jonathan Haswell,108716
Mai Suzuki,217374
Danny Clinch,72422
Fuat Yilmaz,43438
Keith English,108578
Richard Jones,217132
D.J. Viola,108565
Aleksi SalmenperÃ¤,216697
Hanu Raghavapudi,108194
David Sahakyants,108055
Renaud Fely,215574
Arnaud Louvet,215574
Alexandra Dean,215193
Toni D'Angelo,107581
Fabrizio Conte,214785
Stanislav Govorukhin,214407
Dan PÅibÃ¡Å,213990
Gilles Bannier,213835
Hong Khaou,106898
Peng Li,213749
Feiqiang Ouyang,213635
AntÃ³nio Ferreira,213231
Leyla Bouzid,71038
Huang Hong,213084
Matt Shakman,213012
Ji-hye-IV Kim,212852
Grigoriy Konstantinopolskiy,106329
Xiao Li Xu,212590
Mark OâConnor,211890
Qilin Li,211751
Paolo Dy,211437
Andrew Loo,210664
Olivier Jahan,210512
Ruchi Narain,210466
R R Madan,210248
Bhanu Thakur,105009
Lawrence Raghavendra,105001
Xiaogang Wang (çç­±å),210000
Cao Yong,210000
Zi Huang,210000
Yingjiao Wang (çåºè),210000
Jie Tan,210000
Ernani Nunes,209969
Christopher Doyle,209711
Christopher Papakaliatis,209619
Kevin Peeples,104714
Avelina prat,209163
Philipp Yuryev,208686
Jerry Jameson,29810
Adnan GÃ¼ler,208632
David Mallet,69544
Keong Cheung Chee,208619
Sasha Hadden,208549
Ioana Uricaru,208444
Lee Thongkham,208227
Xiaoya Lu,208209
Wai-Hang Lau,207989
Elissa Down,51920
Stephen Warbeck,206973
John-Paul Davidson,103487
J. C. Feyer,206454
Francesco Ghiaccio,206246
Zhong Hai,103018
Sacha Polak,205921
Alessandro Valori,102952
Declan Dale,205632
Olga DabrowskÃ¡,205559
Michelangelo Frammartino,102738
Jean-Christophe Roger,205040
Julien Chheng,205040
Alla Eliseeva,204850
Ãmit Ãnal,204798
Andy Fehu,204632
Katarina Launing,204338
Kristina Dubin,204338
Antoine de Bary,204055
Andrey Smirnov,204032
Oeke Hoogendijk,68002
Shankar Shanmugam,203979
Hong-sun Kim,101950
Ale McHaddo,101932
Jung-hwan-V Kim,203660
Simon Bird,203514
Alan G. Parker,203505
Joe Thomas,203443
Carmen Losmann,203253
Maria Timotheou,202643
Marcin Krzysztalowicz,202432
Li Yili,202339
Yaroslav Chevazhevsiy,202336
Nely Reguera,101098
Director X,67395
Tim Pope,101076
Mariano Barroso,201870
Clayton Jacobson,201769
Jung-in Kim,201759
Randy Barbato,50386
Gillian Robespierre,100727
Emma Seligman,100671
Sebastian Jones,201332
Ramez Silyan,201332
Christian DyekjÃ¦r,201174
D.A. Pennebaker,22347
Marialy Rivas,100561
Hayk Sahakyants,201092
Werner Schweizer,100464
Jessica Hausner,50229
Alexander Nanau,100408
Virpi Suutari,200577
Victor Dryere,200558
Roger Mainwood,200447
James Oakley,200359
Pedro Santo,100049
Shirley Yung Sau-Lau,200000
Rui Wang,200000
Jesse Vaughan,200000
Ergin YÄ±lmazer,199833
Liam Firmager,199774
Hugo Stuven,99774
Dan Friedkin,199491
Ivo M Ferreira,99715
Tony Simpson,99708
Darrell Roodt,39867
Prakash Kovelamudi,99418
Jian Fan,198798
Tomasz Wasilewski,198151
Qing Zhu,198053
Yong-ju Joung,197893
Thomas Acda,197690
Reggie Rock Blythewood,197276
Eduardo Schuldt,98548
Lise I. Osvoll,197064
Alexander Schubert,196928
Ric Burns,98463
Emre Budak,196653
Angelo Pricolo,196633
Shannon Swan,196633
Thomas Gilou,196493
Qiurong Shi,196403
Peter Brosens,196206
Jessica Woodworth,98103
Alex Winter,24506
Anna Goroyan,196010
FrÃ©dÃ©ric Fonteyne,97996
Anne Paulicevich,195992
Lamine Diakite,195982
Chen-Nien Ko,97865
Nabeel Qureshi,39127
Li Nan,195419
Rodrigo FernÃ¡ndez Engler,195201
Tomas Tivemark,195031
Junglin Li,194504
Michael Derun,194390
Michael Wadleigh,97078
Manfred Oldenburg,193703
Adam Scarborough,193473
Christy Tattershall,193473
Wang Caitao,193338
Marian Valev,193167
Lutao Wang,193005
Dmitry Astrakahn,96493
Bang Eun-jin,192553
Kwon Sung-mo,192359
Lee Chang-won,192359
Dmitriy Konstantinov,192241
Sergey Nurmamed,38388
Takanori Tsujimoto,95704
Wei He,95600
Raphael Jacoulot,191018
William Phillips,95355
Matteo Fresi,190577
Jun Wang,95163
Pierre-Hubert Martin,190323
Andela Rostuhar,190303
Davor Rostuhar,190303
Hiroshi Shinagawa,190299
Shiva Nirvana,63423
Louis Theroux,190115
Liu Jing,190000
Shiguang Fan,190000
Guo Qing,95000
Bo Qin,190000
Yesid Leone,190000
Tao Tao,190000
Zhou Yong,190000
Le Yu (äºä¹),190000
Dror Moreh,94939
Youssef Delara,47387
Catalin Dascalu,189438
Oleg Oz,189438
GÃ¼nay GÃ¼naydin,94719
Laura Gabbart,189187
Jean-Pierre Melville,21019
JÃ©rÃ©mie Renier,189126
Antoine Bardou-Jacquet,189033
Seo Dongil,94514
Mike R Ortiz,188914
Anna Elizabeth James,47216
Min-hwan-I Lee,188768
Gwi-ho Jung,188768
Amber Sealey,47190
Lee Don ku,188617
Keith Gordon,94146
Colin McIvor,188006
Daniele Vicari,62638
Alkinos Tsilimidos,93953
Rajesh M. Selva,93878
Vage Sargsyan,187403
Jehane Noujaim,62409
Ivan Petukhov,187190
Ha-Na Choi,186863
Baya Kasmi,93427
Camiel Schouwenaar,186294
MichaÅ Bandurski,186268
Juan Miguel del Castillo,93126
Rubika Shah,185972
Li Yangwu,185876
Julien Weill,185711
Daniele Misischia,92585
John Kent Harrison,36966
Erkan KolÃ§ak KÃ¶stendil,184616
James C. Strouse,46153
Declan Lawn,184562
Adam Patterson,184562
PÃ©ter Bergendy,184465
Kazim Oz,92052
Shonali Bose,92047
Naina Sen,184011
Giacomo Gatti,183825
HÃ©ctor Claramunt,183669
Jo Kwang-hwa,183620
Jan Sardi,183570
Jason Connery,45848
Kamal Haasan,183332
Robert Lieberman,26151
Il-woo Jeon,182910
Marc Abraham,91455
Sung-Hyun Yoon,91183
Laurence Guenoun,182336
Amitoj Mann,90973
Nine Antico,181812
Jared Cohn,15144
Olga Azhnakina,181724
Zhu Linsen,181698
Madhavan,90823
Fabio Mollo,90803
Ayako Kuono,181148
Mathew Cullen,181056
Michael Dalton-Smith,90493
Atsushi Nishigori,180904
Mari Asato,180823
Pedro AntÃ´nio Paes,60202
Antonio Pappano,180476
Josh Forbes,180340
Heather Lenz,180290
Andrey Zaytsev,60083
Iris K. Shim,180230
Alain Resnais,22527
Nan Zhao (èµµæ¥ ),180000
Yueming Gao,180000
Jonathan Munby,89937
Luk Yee Sum,179637
Valeria Pivato,179624
Cecilia Atan,179624
Maria Veselinova,179613
Lorena Villarreal,179596
Louis Medina,179458
Kyle Rankin,59759
James Spinney,89596
Pete Middleton,89596
Raimundas Banionis,179140
Jae-eun Jeong,59675
Aleya Sen,178949
Jean-Michel Cousteau,178885
Hyun-ju Lee,178812
Ben Jagger,89271
Teodora Mihai,178435
Laurence Warder,178420
Arnaud Malherbe,178369
Alexander Aravin,178242
Paul Ruminov,178210
Varun V. Sharma,178205
Paul Urkijo Alijo,89101
Kyeong-seok Choi,178126
Emmanuel Hamon,88962
Yasemin Erkul TÃ¼rkmenli,88954
Ignacio Tatay,177828
Jan HoÅ¡ek,177696
Briar March,88840
Threes Anna,177345
H. Vinoth,88601
Tina Mackic,177093
Ranjit Tewari,176909
Christopher MacBride,176748
Osman Tasci,88363
Nick Dear,88347
Lyubov Borisova,176693
Rune Spaans,176520
Cristi Puiu,58820
Steve Pasvolsky,176334
Balaji Mohan,88155
Rolf SchÃ¼bel,176143
Lake Bell,58647
Jono McLeod,175777
Justin Lee,15978
Qin Wu,175696
Hanna Hemila,175462
Jim Hanon,87690
Charles Huddleston,175171
Oliver Blackburn,174843
Waymon Boone,87372
Neal Brennan,174642
Garik Petrosyan,174365
Erik Schmitt,173872
FrÃ©dÃ©ric Farrucci,173798
Nicholas Robinson,173441
Simon Phillips,173344
Emad Burnat,173309
Guy Davidi,173309
Enrico Pau,173293
Nick Cave,172977
Joseph Rubin,172866
Emilie Deleuze,172829
Chus GutiÃ©rrez,86377
GiedrÄ Å½ickytÄ,172677
Bruce Macdonald,86255
Sailesh Kolanu,57441
Dennison Ramalho,86110
Tiller Russell,86034
Kurt Langbein,172002
Seong Soo Kim (ê¹ì±ì),171923
Ekrem ErgÃ¼n,171718
Zu Feng,171605
Don Hardy Jr.,57175
Dana Nachman,57175
Stefano Incerti,85711
P. G. Muthiah,171313
Yuko Hakota,171174
Martin Sheen,85259
Suphakit Tangthatswasd,170437
Vikram Pradhan,85195
Zhirong Guo,170000
Xiaolu Xu,170000
Dequan Zou (é¹å¾·å¨),170000
Li Haitao,170000
Daqun Guo,170000
Chenghua Xu (å¾æ¿å),170000
Lei Luo,170000
Johnny Kong,170000
Fedor Lyass,169919
Aleksandr Chernyaev,169919
Shen Rong,169861
Nini Bull Robsahm,169745
Reiner Holzemer,56523
Andrius LekaviÄius,84783
Matt Bissonnette,169381
Daniel Roher,84688
Chhetan Gurung,169372
Santosh Sen,169372
K. V. Anand,169330
Tom J. McCoy,169177
Carl Jensen IV,169177
Ryan Henry Johnston,169177
Charlotte Lilt,169177
Kim Ho rak,169059
SJ Clarkson,84484
Mariusz Wilczynski,168705
Mesut Erbas,168628
C. Prem Kumar,84249
Wanfeng Han,84195
Chris Peckover,168387
Tereza NvotovÃ¡,84186
Sung-duk Cha,168297
Isaac Florentine,24041
David Zellner,84135
Frederic Auburtin,167914
Aoife Crehan,167775
Gero Von Boehm,167738
Thomas Cailey,167485
Kubilay Gulecoglu,167328
Burak Kahraman,167328
Can Varol,83656
Warwick Ross,83566
Rasit Ãelikezer,83462
Stepan Burnashev,33367
Igor Legarreta,55452
Philip Saville,166268
Chang-Yong Song,166177
Bruce Thierry Cheung,55374
Travis Stevens,55286
Yuliya Trofimova,165626
Samuel Jouy,165548
Gabriel Abrantes,82765
Tomislav Mrsic,165280
Nelson McCormick,82500
Daniel Schmidt,164872
Neil Young,82420
Gabriel Mascaro,54927
Andrey Andonov,82381
David Trueba,54849
Nicolas Pleskof,164524
Eugenio Zanetti,164504
Milind Rau,54825
Nel Minchin,164389
Samm Chan,82146
Soo-hwan Goo,164118
Sukh Sanghera,164092
Hardik Mehta,164088
Akan Satayev,32801
Ascanio Malgarini,163925
Christian Bisceglia,163925
Fabio Ciampo,163925
Andrea Molaioli,163895
Roman Prosvirnin,163850
Dmitry Abolmasov,163850
Justin Chon,40941
Greg BjÃ¶rkman,163662
William Kentridge,163635
Ui-Seok Kim,163633
Davide Minnella,163529
Cenk ErtÃ¼rk,163371
Tim Smit,163348
Kathryn Ferguson,163343
Cem Tabak,163335
Tony D'souza,163276
Jean van de Velde,163259
Rob Thomas,163256
Shin Jai-ho,163046
JoÃ£o Daniel Tikhomiroff,162554
Owen Egerton,81237
JiÅÃ­ MÃ¡dl,162420
Dianna Basso,162279
Joey So,162279
Matej Balcar,162059
Rodrigo Bittencourt,161911
K Selvaraghavan,80888
Marco Pianigiani,80888
Vygantas Bachmackij,161591
Camille Griffin,161469
James Snider,26899
Darren Thornton,161310
Andrey Nikiforov,161114
Gonenc Uyanik,160958
Deniz Coskun,160901
Tyler Atkins,160876
Lim Kah-Wai,160854
Susan Walter,160849
Micha Lewinsky,80342
Michel Toesca,160655
Andres Lupue,160477
Ronit Elkabetz,160469
Shlomi Elkabetz,80235
Vikas Vasistha,160206
Judy Irving,53394
Bill Duke,20021
Zheng Yun,160000
Ping He,160000
Nan Jiang,160000
Yanjiang Xiong,160000
Sang Lee,160000
Shan He,160000
Shao-He Chen,160000
Hilla Medalia,53301
Jim Taihuttu,159780
Yassen Grigorov,159780
Maximiliano Hernando Bruno,159693
John McKay,79730
Isa Campo,159020
Min-seop Kim,158937
Charles Barker,158758
Xiaoli Lin,158737
Duncan Skiles,158621
Manfredi Lucibello,158610
Chen Xiaoming,158527
Steve Amezdroz,158331
Amir GalvÃ¡n Cervera,158219
Mitzi Vanessa Arreola,158219
Mingzhi Tang,157874
Xu Yuhua,157828
Aleksey Ambrosyev,157807
Cristiano Bortone,157683
Lee Ji-won III,157679
Ayman Jamal,157626
Khurram H. Alavi,157626
Jung-chi Chang,52485
RyÃ´ta Nakano,157346
Viktor Cxudal,157203
Gerry Poulson,157193
Amol Gupte,78563
Marija Kavtaradze,157055
Hope Dickson Leach,52314
Daniele Coluccini,156837
Matteo Botrugno,156837
Sean Hanish,78345
Boudewijn Koole,156655
Vivek Athreya,52174
Ali Ahad Samadhi,156279
Roberto De Paolis,78117
Shu-li Shi,156145
Arab Nasser,77926
Nick Robinson,155750
Emer Reynolds,51869
Niels van Koevorden,155515
Sabine Lubbe Bakker,155515
Brian DeCubellis,77712
Levent Turkan,155328
Nik Fackler,155123
Nan Zhang,154845
Mari Selvaraj,154809
Jae-suk Park ,154727
James Bogle,154400
Andreas Koefoed,154368
Adam Ethan Crow,154360
Yi Peng,154330
Chema de la PeÃ±a,154302
Armagan Ballantyne,154006
Janicza Bravo,76876
Konkona Sen Sharma,153683
Uwe HeidschÃ¶tter,76814
Johannes Weiland,76814
Anthony Hayes,153585
Dmitrii Davydov,153514
Lara Izagirre,76700
John Butler,51086
Yunus Sevik,76546
Maciej Pieprzyca,153042
Alexey Ambrosyev,152991
Eduard Galic,152968
Nikita Arzhakov,152818
Robert Coe,152683
Nick Knight,152569
Jan Svankmajer,152039
Wayne Kramer,76006
Christopher Nolen,50664
Dror Zahavi,151949
Ramesh Aravind,151860
Junjie Teng,151826
Anupam Sharma,75890
Hyeok-gi Jeong,151777
Fanny Ardant,151590
Lodewijk Crijns,151501
AlÃª Abreu,37872
D.W. Young,75740
Leon Ichaso,75734
Rosemary Myers,151348
Annabel Jankel,50390
Renaud Gauthier,151067
Niccolo Falsetti,150943
Dan-bi Yun,150607
Vera Krichevskaya,50147
Marco Spagnoli,150404
Polo MenÃ¡rguez,150395
Michal Aviad,150224
Sean McGinly,75051
Jianhui Fan,150000
Steve Boyum,75000
Guoqing Wen (æ¸©å½åº),150000
Manvir Brar,149780
Uday Pratap Singh,37438
Suneel Darshan,149491
Dave McCary,149418
Ariel Kleiman,149329
Saara Saarela,149262
Paula Labordeta,149257
Stephen Shin,74568
Jung yool Song (ì¡ì ì¨),149076
Yo han Song (ì¡ìí),149076
Brigitte Sy,149076
Celia Rico Clavellino,148997
Zhiyong Zhou,148986
Sang Moon Lee (ì´ìë¬¸),148908
Phil Claydon,148820
Takashi Doscher,74370
Kim Ji-Yeon,148681
Yi Qu,148667
Sung Yoon I Kim,148452
Yang Zhen,74205
Michael Budd,74174
Mark Monheim,148293
Kostas Marsan,74118
Claes Olsson,148122
Canbert Yerguz,148022
Mark Taylor,147941
Tusi Tamasese,147924
Salvador SimÃ³,73944
Park DaewonI,147650
Kang Rui,147448
Steve Jones,147312
Todd Jones,147312
Peng Ji,147308
Jun Jing,147308
Daniel Ferguson,147161
Michael Mailer,49044
Sean Mewshaw,147017
Shaji Kailas,73493
George Daher,146851
Andrew Mogel,146806
Jarrad Paul,146806
Alber Ponte,146620
Poj Arnon,73278
Doug McHenry,48800
Gokhan Yikilkan,146102
Michal Suchanek,145753
Martin Cuervo,72801
Khaled Walid Barsaoui,145569
Dietrich BrÃ¼ggemann,145404
Roman Askhaev,145337
Jorma Taccone,72643
Adam Leon,48421
Song Rui,145250
Aleksandr Kasatkin,145214
Scott Patterson,145182
Liz Garbus,20735
ZdenÄk Viktora,145131
Jon Nguyen,144967
Olivia Neergaard Holm,144967
Rick Barnes,144967
Shin Yeon shink,144945
Aneesh Daniel,144893
Jason Eisener,28977
Giordano Gederlini,144868
Vincenzo Marra,72412
Hugo Diogo,72346
R.D. Braunstein,144661
Steve Gomer,72286
Tim Mielants,144434
Shen De Weng,144214
David Barnard,72082
Divyang Thakkar,144133
R.S. Durai Senthilkumar,72048
Choi Jong-hak-I,144026
David Morris,143935
Patricia Harris Seeley,143702
Albert 't Hooft,143600
Paco Vink,143600
Chang Yang,143451
Zeva Oelbaum,143428
Adam Hobzik,143344
Jae-hee Kim,143187
Miguel Angel Jimenez Colmenar,71560
Gaysorn Thavat,142825
Ivan Kulnev,142795
Sergey Sarkisov,142748
Jeong-ryul Song,142426
FermÃ­n Muguruza,71078
Zoran Boukherma,71014
Ka Wing Lee,141779
Gianluca Mangiasciutti,141693
Chris Green,47199
Qiu Zhongwei,141578
Michael Lindsay-Hogg,47137
Yuya Ishii,28278
Radim Å paÄek,141366
Abhishek Shah,141332
Oded Binnun,141314
Mihal Brezis,141314
Linda Niccol,140985
Junhao Yu,140923
Andzor Emkuzhev,140869
Nareubadee Wetchakam,140718
Brandon Slagle,46903
Martin Lund,70308
IÃ±aki SÃ¡nchez,140528
Mona Fastvold,70202
Victor D. Ponten,140398
Sander Jones,140206
Sang Man Kim,140098
Emre Pala,140045
Muchun Cha,140000
Xiya Lan,140000
Mirrah Foulkes,139886
Adam Penford,139657
Andrew Desmond,139436
Cha Bong-joo,139336
Ben Cookson,69667
Jordan Graham,139094
Barbara TopsÃ¸e-Rothenborg,139077
Lina Plioplyte,138994
Pratim D. Gupta,138897
Emma Holly Jones,138774
JoÃ£o Moreira,138305
Dave Mclean,138283
Jung-Sik Kim,138255
Matheus Souza,69086
Massoud Bakhshi,137955
Michael Nader,137756
Enrique Otero,137716
Amir Amirani,137567
Sekhar Kammula,68708
Martin Rosete,68635
Hong Eun mi,137234
Ãscar Aibar,137180
Zhang Liyan,137155
Yuriy Yarushnikov,137087
Jordan Rubin,68450
Richard Kwietniowski,136817
Felipe Bustos Sierra,136812
Laura Samani,136774
Maria Ramos,136695
Andrea Pallaoro,45495
Dan Villegas,34090
Erdal Ceylan,136300
Samuel Tilman,136070
Will Lovelace,67944
Dylan Southern,67944
Brent Dawes,135802
Henk Pretorius,67872
Marcelo Altmark,135655
Jessica Palud,135628
Mukul Abhyankar,135493
Gautham Vasudev Menon,135367
Ajmal Zaheer Ahmad,67438
Patxo Telleria,134672
Amrit Raj Chadha,134636
Zeynep Ãamci,134524
Kishore Kumar Pardasani,134432
Yohan Manca,134340
Jamie Travis,134339
Olivier Masset-Depasse,67143
Maruthi Dasari,19173
Julia Hart,26830
Miguel Angel Uriegas,134124
Sotiris Dounoukos,134069
Lea Pool,44662
Benjamin Parent,133983
Shawn Ku,44656
Manav Shah,33465
Randall Wright,66812
Howard Rosemeyer,133563
Brett Haley,22229
Gustavo Pizzi,133350
Jan Lachauer,33336
Gyuri Byun,133268
Reggie Yates,133237
Petra Volpe,133172
Malik Chibane,133083
Gokul Gokul,44269
David PÃ©rez SaÃ±udo,132681
Teruo Noguchi,132619
Kiyoshi Yamamoto,132619
Adam MacDonald,44042
Orhan Erkal,131945
Alexandru Lustig,131860
Steven Sebring,131791
Paul Ireland,65876
Piergiuseppe Zaia,131458
Ernestas Jankauskas,131456
Tom Sommerlatte,131397
Richard Bailey,65666
Mathias Thery,131242
Etienne Chaillou,131242
Tuukka Temonen,131115
Jecek Bromski,131081
Martijn de Jong,130943
Kim Gok,65373
Khadar Ahmed,130650
M. Rajesh,43537
Zhenya Wu,130554
Mehmet Saglam,65276
Ernesto Daranas,65227
Romain Cogitore,130446
Anna Gutto,130308
Tina Gordon Chism,130101
Rose Bosch,130011
Dange Yu,130000
Hao Liu,130000
Mingqiang Zheng,130000
Hong Jian Li,130000
Sonia Kronlund,129885
Catherine Scott,129834
Onur Saylak,129683
LucÃ­a Alemany,64805
Andrew Gaynord,129606
Petr Svoboda Klein,64799
Mariya Agranovich,129523
Antoinette Jadaone,43169
R.S. Durai Senthikumar,129430
Mark Cousins,16148
Riccardo Rossi,129134
Maurice Trouwborst,129114
Chunhe Zhang,64523
Cheuk Tin Ho,129025
Duccio Chiarini,42813
Simon Casal de Miguel,128425
Askar Bissembin,128376
Arend Agthe,128137
ArÅ«nas Matelis,64025
Alonso Ruiz Palacios,63969
Jelle Nesna,127884
Paul Crowder,127810
Sean Mullen,63880
Bruno Gascon,63826
Roger Ross Williams,31866
Wenhao Li,127410
Emmanuel Gras,63639
Andrea Zalone,127196
Laura Wandel,127173
Gabriel Clarke,63574
Michael Flatley,127092
Hee-jung Kim,126945
Israel AdriÃ¡n Caetano,126887
Rakesh Mehta,42265
Lucia Klein Svoboda,63387
Bernard Campan,126686
Alexandre Jollien,126686
Sheldon Wilson,63334
Olivier Loustau,126647
Richard Elson,126619
Lisa Nicol,126535
Le Van Kiet,42084
John Roberts,126223
Santiago Tabernero,126127
Miguel Angel Munoz,125983
Jacques Demy,41981
Alessandro Celli,125939
Benjamin Ree,62951
Vladislav Grishin,62879
David Leveaux,125608
Was Dikmen,125553
Samir Guesmi,125412
Ki-bok Park,125391
Karl Toerge,125267
Aaron Keeling,125250
Austin Keeling,125250
Fabien Gorgeart,62610
Peeter Rebane,124968
Carlos Sorin,41588
Alexis Morante,41539
Marc Crehuet,62269
Alex Ross Perry,17789
Li Chuan-Feng,124318
Thomas M. Wright,62155
Tae gyeom Lee,124210
Haydar Isik,24840
Gifty,124078
Prashant Nair,124046
Olmo Omerzu,41303
Harold Holscher,123784
Rebekah Jorgensen,123752
Giovanna Zacarias,123457
Tedi Sarafian,123233
Guy Ferland,61542
Ulas Gunes Kacargil,123066
Dilek Keser,123066
Ted Alkemade,123065
Holland Vera,123065
Babak Anvari,24608
Leonardo Arturo Dominguez Martinez,122916
Zeki Demirkubuz,61264
Jon Keeyes,20411
Moon So-Ri,122462
Patricia Rozema,30578
Ida Panahandeh,122272
Peter BudinskÃ½,122260
Joe Talbot,122123
Claudio Poli,61039
Byung Joon Kim (ê¹ë³ì¤),121959
Lucile Hadzihalilovic,60949
Marcel Sarmiento,24355
Ruben Alves,121519
Lorenzo Vigas,60706
Gina Lee,121079
David Krantz,120948
Fouad Mikati,60441
Cho-lam Wong,120837
Giorgio Serafini,20115
Shirel Amitay,120512
Maxim Sveshnikov,120507
Juanra Fernandez,120276
Ali Ray,40090
Mehdi Barsaoui,120212
Zheng Zhiyang,120121
BÃ¼lent Aydoslu,30004
Haolei Feng,120000
Xiangli Wang,120000
Hu Hongcheng,120000
Li Siyi,119943
Catherine Dwyer,119881
Hector Hernandez Vicens,59888
Lluis Danes,59867
Eric Cabello,119504
Ben Lawrence,39828
Niall Johnson,59694
Antonina Rougee,119377
Robin Hardy,59652
Matt Tyrnauer,29792
Jakub Äervenka,119127
Alfonso Zarauza,39707
Diego Lerman,29776
Louise Archambault,39691
Peter Tsi,119023
Gauravv K. Chawla,118906
Pascale Farren,118826
Sam Garbarski,118528
Radivoje Andric,118377
Mithat GÃ¶kÃ§e,118314
Park Kyung-mok,118251
Suat Emuce,118221
Dennis Iladis,118136
Franco Maresco,118091
Riley Stearns,39363
Beth Elise Hawk,117820
Pascal Ralite,117812
Christian Tafdrup,117795
Mario Cambi,117776
Mads Matthiesen,58827
Raul Ruiz,39088
Natasha Merkulova,39042
Eva ToulovÃ¡,117105
Christophe RÃ©gin,117045
Peter Serge Butko,116979
Ruben R. BaÃ±uelos,116928
Valentin Makarov,116816
Gooc-jin Ahn,116614
Sadie Frost,116585
Boo Jiyoung,116527
Shaun Su,116521
Alex Rodrigo,116507
Ribhu Dasgupta,38804
Joseph Juhn,58197
Juan Carlos Maneglia,116390
Tana Schembori,116390
Josef Rusnak,29097
Francesco Albanese,116366
Francesco Lagi,116347
Baek Seung Hwan,116264
Christopher Barry,116162
Dianna Agron,116113
Daniel Lwowski,116113
Fernando Eimbcke,116113
Justin Franklin,116113
Mickey Rourke,116113
Jean Delannoy,38702
Theodore Boborol,57963
Jay Baruchel,57849
Stephen Kendrick,115685
Steve Race,115662
Jake Paltrow,28905
Rosie Jones,115602
Jason Ferguson,115599
Lin-Manuel Miranda,115585
Joanne Samuel,115423
Asim Raza,57646
Anubhuti Kashyap,115274
Yusup Razykov,38412
Julia Loktev,115141
Nizam Razak,115026
Anna Bofarull,38313
Frederic Berthe,57464
Frank Berry,57448
Rudolf van den Berg,114869
Nicolas Steiner,114860
Sally Aitken,57391
Mikko Myllylahti,114520
Valeska Grisebach,114509
Seong-han Lee,114448
Jon Klaczkiewicz,114437
Curt Morgan,114437
Robert Quinn,114424
Lee Seonggang,114423
Pau DurÃ ,57186
Amal Neerad,57140
Shamim Sarif,114101
FernÃ¡n MirÃ¡s,114080
Gordon Flemyng,38015
Louis-Do de Lencquesaing,114025
Erdinc Kazimoglu,113871
Louis Nero,56927
Scott B. Hansen,37936
Hayley MacFarlane,113776
Amanda Kernell,56887
Aleksey Chupov,113717
Seok goo Hong (íìêµ¬),113619
Rui Li,113615
Tony McNamara,113593
Jibu Jacob,37858
Vito Cea,113361
OcÃ©ane Michel,113334
Gabriel Grieco,37653
Jibi Joju,112875
Damien O'Donnell,112870
Maximiliano GutiÃ©rrez,112853
Sattwik Mohanty,112852
Barajas Llorent,112743
Antoine Barraud,112709
David McVicar,28171
Seth Larney,112674
Miranda Harcourt,112648
Stuart McKenzie,112648
RamÃ³n Salazar,112578
JoaquÃ­n GutiÃ©rrez Acha,112574
Alejandro Springall,56245
Marco Bocci,112440
Daniel Chong,112317
Ali DoÄanÃ§ay,56037
Evan Clarry,111990
Elsa Diringer,111979
Kirill Sokolov,55884
Danfung Dennis,111664
Klaus Maeck,55826
Blanche McIntyre,111585
Samu Fuentes,111539
Yuki Kobayashi,111536
NÃ³ra Lakos,111468
Jorgen Leth,111447
John Noel,111444
AnahÃ­ Berneri,111429
Lisa Mulcahy,55714
Milena Fadeeva,111411
Ricardo Diaz Iacoponi,111381
Marcela RincÃ³n,111276
Antonio Meloni,111272
Thirumala Kishore,37078
Hee-sun Byun,111221
Chris Moukarbel,55594
Nesli ÃÃ¶lgeÃ§en,111125
Shin Jun-young,111085
Carlos Iglesias,111014
Doug Atchison,110994
Andrew McKerlie,110972
Li Jinhan,110752
Yves Angelo,110574
Shakti Soundar Rajan,36830
Will Klipstine,110385
Burak Ãelik,36771
Paulo Machline,110206
Jason William Lee,55032
Barney Douglas,36684
Jofin T. Chacko,110022
Sisi Li,110000
Xiaoyu Niu (çå°é±¼),110000
Uzair Zaheer Khan,110000
Ma Yong,110000
Xin Zhang,110000
M. Muthaiah,36631
StÃ©phanie Pillonca,109862
Rodrigo Bernado,109858
Alejandro Brugues,21967
Mick Garris,18306
Jeong-kwon Kim,54826
Carlo Hintermann,109649
Rungano Nyoni,109616
Ming Kai Leung,109569
Kate Reilly,109569
Tom Berninger,109406
Joon-moon So,109373
Dominique Cabrera,109292
Burak Demirdelen,109281
Clark Duke,109277
Evgeniy Emelin,109275
Hye-ryoung Park,109213
Antonio Guerriero,109130
Emanuele Palamara,109130
Gennaro Scarpato,109130
John Stalberg Jr.,109099
Sean Olson,36358
Bettina Bohler,109000
Brent Miller Jr,108998
Dan Rush,108879
Mark Hartley,27219
Dan KrzywoÅ,108771
